SampleID	Sex	ID	Population	Sub-population	Cohort
HG02814	female	SAME1839837	AFR	NA	1000 Genomes Project
HG02736	male	SAME1839860	SAS	NA	1000 Genomes Project
HG02852	female	SAME1839346	AFR	NA	1000 Genomes Project
HG02697	female	SAME1839142	SAS	NA	1000 Genomes Project
HG02700	female	SAME1840159	SAS	NA	1000 Genomes Project
HG02775	female	SAME1839022	SAS	NA	1000 Genomes Project
HG02774	male	SAME1839028	SAS	NA	1000 Genomes Project
HG03007	female	SAME1840245	SAS	NA	1000 Genomes Project
HG02786	male	SAME1840292	SAS	NA	1000 Genomes Project
HG03019	female	SAME1840060	SAS	NA	1000 Genomes Project
HG02793	female	SAME1840415	SAS	NA	1000 Genomes Project
HG03021	male	SAME1839789	SAS	NA	1000 Genomes Project
HG02798	male	SAME1840387	AFR	NA	1000 Genomes Project
HG03040	female	SAME1839611	AFR	NA	1000 Genomes Project
HG03045	male	SAME1839635	AFR	NA	1000 Genomes Project
HG02685	female	SAME1839286	SAS	NA	1000 Genomes Project
HG03052	female	SAME1839496	AFR	NA	1000 Genomes Project
HG02977	male	SAME1840221	AFR	NA	1000 Genomes Project
HG02983	female	SAME1840009	AFR	NA	1000 Genomes Project
HG03064	female	SAME1839228	AFR	NA	1000 Genomes Project
HG03006	male	SAME1840242	SAS	NA	1000 Genomes Project
HG03069	male	SAME1839340	AFR	NA	1000 Genomes Project
HG02837	female	SAME1839422	AFR	NA	1000 Genomes Project
HG02851	male	SAME1839352	AFR	NA	1000 Genomes Project
HG02953	male	SAME1840271	AFR	NA	1000 Genomes Project
HG02813	male	SAME1839841	AFR	NA	1000 Genomes Project
HG03103	male	SAME1840022	AFR	NA	1000 Genomes Project
HG02820	female	SAME1839591	AFR	NA	1000 Genomes Project
HG03108	female	SAME1839760	AFR	NA	1000 Genomes Project
HG03018	male	SAME1840053	SAS	NA	1000 Genomes Project
HG03025	female	SAME1839711	AFR	NA	1000 Genomes Project
HG03088	female	SAME1840338	AFR	NA	1000 Genomes Project
HG02952	female	SAME1840275	AFR	NA	1000 Genomes Project
HG03095	female	SAME1840374	AFR	NA	1000 Genomes Project
HG03057	male	SAME1839434	AFR	NA	1000 Genomes Project
HG03235	female	SAME1839360	SAS	NA	1000 Genomes Project
HG02870	female	SAME1840320	AFR	NA	1000 Genomes Project
HG02882	female	SAME1840171	AFR	NA	1000 Genomes Project
HG03247	female	SAME1839174	AFR	NA	1000 Genomes Project
HG02971	male	SAME1840255	AFR	NA	1000 Genomes Project
HG03209	male	SAME1839551	AFR	NA	1000 Genomes Project
HG02976	female	SAME1840223	AFR	NA	1000 Genomes Project
HG03228	male	SAME1839232	SAS	NA	1000 Genomes Project
HG02887	male	SAME1840147	AFR	NA	1000 Genomes Project
HG02938	male	SAME1839284	AFR	NA	1000 Genomes Project
HG03169	male	SAME1839148	AFR	NA	1000 Genomes Project
HG03139	male	SAME1839468	AFR	NA	1000 Genomes Project
HG03160	male	SAME1839192	AFR	NA	1000 Genomes Project
HG03190	male	SAME1839984	AFR	NA	1000 Genomes Project
HG03189	female	SAME1840226	AFR	NA	1000 Genomes Project
HG03049	female	SAME1839653	AFR	NA	1000 Genomes Project
HG03196	male	SAME1839921	AFR	NA	1000 Genomes Project
HG03259	female	SAME1840303	AFR	NA	1000 Genomes Project
HG03121	female	SAME1839563	AFR	NA	1000 Genomes Project
HG03126	female	SAME1839683	AFR	NA	1000 Genomes Project
HG03280	male	SAME1840083	AFR	NA	1000 Genomes Project
HG03297	female	SAME1839900	AFR	NA	1000 Genomes Project
HG03157	male	SAME1839083	AFR	NA	1000 Genomes Project
HG03115	male	SAME1839812	AFR	NA	1000 Genomes Project
HG03114	female	SAME1839907	AFR	NA	1000 Genomes Project
HG03127	male	SAME1839686	AFR	NA	1000 Genomes Project
HG03063	male	SAME1839226	AFR	NA	1000 Genomes Project
HG03172	male	SAME1840392	AFR	NA	1000 Genomes Project
HG03099	female	SAME1840146	AFR	NA	1000 Genomes Project
HG03449	female	SAME1839923	AFR	NA	1000 Genomes Project
HG03133	male	SAME1839375	AFR	NA	1000 Genomes Project
HG03451	male	SAME1840043	AFR	NA	1000 Genomes Project
HG03082	female	SAME1840316	AFR	NA	1000 Genomes Project
HG03234	male	SAME1839357	SAS	NA	1000 Genomes Project
HG03343	male	SAME1840354	AFR	NA	1000 Genomes Project
HG03241	female	SAME1839053	AFR	NA	1000 Genomes Project
HG03246	male	SAME1839168	AFR	NA	1000 Genomes Project
HG03258	male	SAME1840296	AFR	NA	1000 Genomes Project
HG03401	female	SAME1839299	AFR	NA	1000 Genomes Project
HG03265	male	SAME1840167	AFR	NA	1000 Genomes Project
HG03300	female	SAME1839467	AFR	NA	1000 Genomes Project
HG03354	female	SAME1840249	AFR	NA	1000 Genomes Project
HG03366	female	SAME1840066	AFR	NA	1000 Genomes Project
HG03367	male	SAME1840068	AFR	NA	1000 Genomes Project
HG03380	female	SAME1839569	AFR	NA	1000 Genomes Project
HG03470	female	SAME1839670	AFR	NA	1000 Genomes Project
HG03385	male	SAME1839594	AFR	NA	1000 Genomes Project
HG03432	male	SAME1840107	AFR	NA	1000 Genomes Project
HG03397	male	SAME1839400	AFR	NA	1000 Genomes Project
HG03437	female	SAME1840123	AFR	NA	1000 Genomes Project
HG03311	male	SAME1839206	AFR	NA	1000 Genomes Project
HG03342	female	SAME1840350	AFR	NA	1000 Genomes Project
HG03538	male	SAME1840007	AFR	NA	1000 Genomes Project
HG03378	female	SAME1839743	AFR	NA	1000 Genomes Project
HG03557	female	SAME1839556	AFR	NA	1000 Genomes Project
HG03304	male	SAME1839490	AFR	NA	1000 Genomes Project
HG03634	female	SAME1839575	SAS	NA	1000 Genomes Project
HG03291	female	SAME1839861	AFR	NA	1000 Genomes Project
HG03195	female	SAME1839919	AFR	NA	1000 Genomes Project
HG03514	female	SAME1840150	AFR	NA	1000 Genomes Project
HG03575	female	SAME1839236	AFR	NA	1000 Genomes Project
HG03582	male	SAME1839271	AFR	NA	1000 Genomes Project
HG03521	male	SAME1840190	AFR	NA	1000 Genomes Project
HG03646	male	SAME1839643	SAS	NA	1000 Genomes Project
HG03520	female	SAME1840186	AFR	NA	1000 Genomes Project
HG03653	female	SAME1839508	SAS	NA	1000 Genomes Project
HG03583	female	SAME1839283	AFR	NA	1000 Genomes Project
HG03556	male	SAME1839553	AFR	NA	1000 Genomes Project
HG03571	male	SAME1839458	AFR	NA	1000 Genomes Project
HG03518	male	SAME1840169	AFR	NA	1000 Genomes Project
HG03479	female	SAME1839623	AFR	NA	1000 Genomes Project
HG03499	female	SAME1839219	AFR	NA	1000 Genomes Project
HG03455	female	SAME1839766	AFR	NA	1000 Genomes Project
HG03595	female	SAME1839185	SAS	NA	1000 Genomes Project
HG03603	male	SAME1840229	SAS	NA	1000 Genomes Project
HG03436	male	SAME1840120	AFR	NA	1000 Genomes Project
HG03615	male	SAME1839951	SAS	NA	1000 Genomes Project
HG03709	female	SAME1839780	SAS	NA	1000 Genomes Project
HG03563	female	SAME1839421	AFR	NA	1000 Genomes Project
HG03711	male	SAME1839894	SAS	NA	1000 Genomes Project
HG03716	male	SAME1839825	SAS	NA	1000 Genomes Project
HG03773	male	SAME1840406	SAS	NA	1000 Genomes Project
HG03633	male	SAME1839571	SAS	NA	1000 Genomes Project
HG03778	male	SAME1840344	SAS	NA	1000 Genomes Project
HG03684	female	SAME1840329	SAS	NA	1000 Genomes Project
HG03640	female	SAME1839621	SAS	NA	1000 Genomes Project
HG03689	female	SAME1840268	SAS	NA	1000 Genomes Project
HG03607	female	SAME1840254	SAS	NA	1000 Genomes Project
HG03691	male	SAME1840366	SAS	NA	1000 Genomes Project
HG03619	female	SAME1840064	SAS	NA	1000 Genomes Project
HG03696	male	SAME1840135	SAS	NA	1000 Genomes Project
HG03754	female	SAME1839073	SAS	NA	1000 Genomes Project
HG03722	female	SAME1839664	SAS	NA	1000 Genomes Project
HG03727	male	SAME1839695	SAS	NA	1000 Genomes Project
HG03660	male	SAME1839218	SAS	NA	1000 Genomes Project
HG03703	female	SAME1840032	SAS	NA	1000 Genomes Project
HG03672	male	SAME1839020	SAS	NA	1000 Genomes Project
HG03708	male	SAME1839773	SAS	NA	1000 Genomes Project
HG03780	female	SAME1840112	SAS	NA	1000 Genomes Project
HG03785	male	SAME1840212	SAS	NA	1000 Genomes Project
HG03730	female	SAME1839369	SAS	NA	1000 Genomes Project
HG03690	female	SAME1840365	SAS	NA	1000 Genomes Project
HG03742	male	SAME1839255	SAS	NA	1000 Genomes Project
HG03645	female	SAME1839641	SAS	NA	1000 Genomes Project
HG03817	female	SAME1839426	SAS	NA	1000 Genomes Project
HG03652	male	SAME1839505	SAS	NA	1000 Genomes Project
HG03824	male	SAME1839459	SAS	NA	1000 Genomes Project
HG03594	male	SAME1839181	SAS	NA	1000 Genomes Project
HG03829	female	SAME1839241	SAS	NA	1000 Genomes Project
HG03792	male	SAME1839912	SAS	NA	1000 Genomes Project
HG03695	male	SAME1840128	SAS	NA	1000 Genomes Project
HG03800	male	SAME1839595	SAS	NA	1000 Genomes Project
HG03874	female	SAME1839961	SAS	NA	1000 Genomes Project
HG03809	male	SAME1839554	SAS	NA	1000 Genomes Project
HG03886	female	SAME1840021	SAS	NA	1000 Genomes Project
HG03898	female	SAME1839806	SAS	NA	1000 Genomes Project
HG03765	female	SAME1839131	SAS	NA	1000 Genomes Project
HG03772	female	SAME1840398	SAS	NA	1000 Genomes Project
HG03789	female	SAME1840237	SAS	NA	1000 Genomes Project
HG03913	female	SAME1839216	SAS	NA	1000 Genomes Project
HG03796	female	SAME1839928	SAS	NA	1000 Genomes Project
HG03805	female	SAME1839540	SAS	NA	1000 Genomes Project
HG03830	male	SAME1839341	SAS	NA	1000 Genomes Project
HG03812	male	SAME1839405	SAS	NA	1000 Genomes Project
HG03848	male	SAME1839187	SAS	NA	1000 Genomes Project
HG03850	male	SAME1840270	SAS	NA	1000 Genomes Project
HG03823	female	SAME1839456	SAS	NA	1000 Genomes Project
HG03862	female	SAME1840158	SAS	NA	1000 Genomes Project
HG03746	male	SAME1839200	SAS	NA	1000 Genomes Project
HG03867	male	SAME1840095	SAS	NA	1000 Genomes Project
HG03753	male	SAME1839062	SAS	NA	1000 Genomes Project
HG03836	female	SAME1839280	SAS	NA	1000 Genomes Project
HG03760	female	SAME1839105	SAS	NA	1000 Genomes Project
HG03937	female	SAME1840330	SAS	NA	1000 Genomes Project
HG03944	female	SAME1840368	SAS	NA	1000 Genomes Project
HG03949	female	SAME1840132	SAS	NA	1000 Genomes Project
HG03854	male	SAME1840283	SAS	NA	1000 Genomes Project
HG04062	female	SAME1839147	SAS	NA	1000 Genomes Project
HG03777	male	SAME1840340	SAS	NA	1000 Genomes Project
HG03784	female	SAME1840210	SAS	NA	1000 Genomes Project
HG04093	male	SAME1839936	SAS	NA	1000 Genomes Project
HG03741	female	SAME1839251	SAS	NA	1000 Genomes Project
HG04029	female	SAME1839630	SAS	NA	1000 Genomes Project
HG03950	male	SAME1840233	SAS	NA	1000 Genomes Project
HG04098	male	SAME1840059	SAS	NA	1000 Genomes Project
HG03955	female	SAME1840181	SAS	NA	1000 Genomes Project
HG04106	female	SAME1839559	SAS	NA	1000 Genomes Project
HG03967	male	SAME1840072	SAS	NA	1000 Genomes Project
HG04118	female	SAME1839379	SAS	NA	1000 Genomes Project
HG03920	male	SAME1839093	SAS	NA	1000 Genomes Project
HG03931	female	SAME1840305	SAS	NA	1000 Genomes Project
HG03925	female	SAME1839025	SAS	NA	1000 Genomes Project
HG03943	male	SAME1840361	SAS	NA	1000 Genomes Project
HG03951	female	SAME1840239	SAS	NA	1000 Genomes Project
HG03900	male	SAME1839476	SAS	NA	1000 Genomes Project
HG03963	male	SAME1840055	SAS	NA	1000 Genomes Project
HG03905	male	SAME1839503	SAS	NA	1000 Genomes Project
HG03968	female	SAME1840077	SAS	NA	1000 Genomes Project
HG03885	male	SAME1840013	SAS	NA	1000 Genomes Project
HG03897	female	SAME1839906	SAS	NA	1000 Genomes Project
HG03917	male	SAME1839323	SAS	NA	1000 Genomes Project
HG03999	male	SAME1839416	SAS	NA	1000 Genomes Project
HG03986	female	SAME1839605	SAS	NA	1000 Genomes Project
HG04017	male	SAME1839851	SAS	NA	1000 Genomes Project
HG03998	male	SAME1839408	SAS	NA	1000 Genomes Project
HG03861	female	SAME1840156	SAS	NA	1000 Genomes Project
NA06994	male	SAME124931	EUR	NA	1000 Genomes Project
HG03866	male	SAME1840087	SAS	NA	1000 Genomes Project
NA07000	female	SAME124963	EUR	NA	1000 Genomes Project
HG03974	male	SAME1839735	SAS	NA	1000 Genomes Project
HG03873	female	SAME1840205	SAS	NA	1000 Genomes Project
HG04155	male	SAME1840381	SAS	NA	1000 Genomes Project
NA07346	female	SAME123571	EUR	NA	1000 Genomes Project
HG04080	male	SAME1840211	SAS	NA	1000 Genomes Project
HG04100	male	SAME1839536	SAS	NA	1000 Genomes Project
HG04194	male	SAME1839818	SAS	NA	1000 Genomes Project
HG04198	male	SAME1839835	SAS	NA	1000 Genomes Project
HG04202	female	SAME1839519	SAS	NA	1000 Genomes Project
HG04162	female	SAME1840098	SAS	NA	1000 Genomes Project
HG04131	male	SAME1839279	SAS	NA	1000 Genomes Project
HG04156	female	SAME1840389	SAS	NA	1000 Genomes Project
HG04144	female	SAME1839189	SAS	NA	1000 Genomes Project
HG04186	female	SAME1839753	SAS	NA	1000 Genomes Project
HG04182	male	SAME1840036	SAS	NA	1000 Genomes Project
HG04054	female	SAME1839094	SAS	NA	1000 Genomes Project
HG04059	female	SAME1839031	SAS	NA	1000 Genomes Project
HG04238	male	SAME1840274	SAS	NA	1000 Genomes Project
HG04061	male	SAME1839140	SAS	NA	1000 Genomes Project
HG04035	female	SAME1839487	SAS	NA	1000 Genomes Project
HG04214	female	SAME1839328	SAS	NA	1000 Genomes Project
HG04042	female	SAME1839203	SAS	NA	1000 Genomes Project
HG04219	male	SAME1839359	SAS	NA	1000 Genomes Project
HG04047	female	SAME1839221	SAS	NA	1000 Genomes Project
HG04023	male	SAME1839696	SAS	NA	1000 Genomes Project
NA12275	female	SAME125263	EUR	NA	1000 Genomes Project
NA12282	male	SAME124640	EUR	NA	1000 Genomes Project
NA11930	male	SAME125095	EUR	NA	1000 Genomes Project
NA12287	female	SAME124641	EUR	NA	1000 Genomes Project
NA11992	male	SAME123964	EUR	NA	1000 Genomes Project
NA12340	male	SAME125157	EUR	NA	1000 Genomes Project
NA07357	male	SAME123412	EUR	NA	1000 Genomes Project
NA12763	female	SAME123872	EUR	NA	1000 Genomes Project
NA12775	male	SAME124257	EUR	NA	1000 Genomes Project
NA06986	male	SAME124764	EUR	NA	1000 Genomes Project
NA12814	male	SAME123021	EUR	NA	1000 Genomes Project
NA12003	male	SAME125142	EUR	NA	1000 Genomes Project
NA11931	female	SAME125096	EUR	NA	1000 Genomes Project
NA12046	female	SAME123213	EUR	NA	1000 Genomes Project
NA11993	female	SAME123965	EUR	NA	1000 Genomes Project
NA12004	female	SAME125144	EUR	NA	1000 Genomes Project
NA12718	female	SAME124454	EUR	NA	1000 Genomes Project
NA12749	female	SAME124828	EUR	NA	1000 Genomes Project
HG04225	male	SAME1839048	SAS	NA	1000 Genomes Project
NA12751	female	SAME123515	EUR	NA	1000 Genomes Project
NA12383	female	SAME124384	EUR	NA	1000 Genomes Project
NA12489	female	SAME125358	EUR	NA	1000 Genomes Project
HG04206	male	SAME1839447	SAS	NA	1000 Genomes Project
NA12414	female	SAME124057	EUR	NA	1000 Genomes Project
NA12546	male	SAME124777	EUR	NA	1000 Genomes Project
NA12155	male	SAME124955	EUR	NA	1000 Genomes Project
NA12717	female	SAME123911	EUR	NA	1000 Genomes Project
NA12249	female	SAME125371	EUR	NA	1000 Genomes Project
NA12748	male	SAME124827	EUR	NA	1000 Genomes Project
NA11830	female	SAME124553	EUR	NA	1000 Genomes Project
NA12750	male	SAME124646	EUR	NA	1000 Genomes Project
NA11892	female	SAME123045	EUR	NA	1000 Genomes Project
NA12762	male	SAME125109	EUR	NA	1000 Genomes Project
NA12890	female	SAME124116	EUR	NA	1000 Genomes Project
NA18487	male	SAME124098	AFR	NA	1000 Genomes Project
NA12813	female	SAME123024	EUR	NA	1000 Genomes Project
NA18526	female	SAME124673	EAS	NA	1000 Genomes Project
NA18499	female	SAME124059	AFR	NA	1000 Genomes Project
NA18502	female	SAME125055	AFR	NA	1000 Genomes Project
NA18507	male	SAME125060	AFR	NA	1000 Genomes Project
NA12399	male	SAME124193	EUR	NA	1000 Genomes Project
NA18545	female	SAME124266	EAS	NA	1000 Genomes Project
NA12058	female	SAME123416	EUR	NA	1000 Genomes Project
NA18552	female	SAME124089	EAS	NA	1000 Genomes Project
NA12154	male	SAME124959	EUR	NA	1000 Genomes Project
NA18557	male	SAME124092	EAS	NA	1000 Genomes Project
NA18564	female	SAME123921	EAS	NA	1000 Genomes Project
NA18571	female	SAME123740	EAS	NA	1000 Genomes Project
NA18486	male	SAME124099	AFR	NA	1000 Genomes Project
NA18519	male	SAME124888	AFR	NA	1000 Genomes Project
NA12286	male	SAME124642	EUR	NA	1000 Genomes Project
NA18533	female	SAME124481	EAS	NA	1000 Genomes Project
NA18498	male	SAME124058	AFR	NA	1000 Genomes Project
NA18538	female	SAME123774	EAS	NA	1000 Genomes Project
NA18501	male	SAME124991	AFR	NA	1000 Genomes Project
NA18608	male	SAME124779	EAS	NA	1000 Genomes Project
NA18610	female	SAME123222	EAS	NA	1000 Genomes Project
NA18520	female	SAME123565	AFR	NA	1000 Genomes Project
NA18615	female	SAME123653	EAS	NA	1000 Genomes Project
NA18525	female	SAME124672	EAS	NA	1000 Genomes Project
NA18614	female	SAME125034	EAS	NA	1000 Genomes Project
NA18867	female	SAME124904	AFR	NA	1000 Genomes Project
NA18619	female	SAME125043	EAS	NA	1000 Genomes Project
NA18881	female	SAME125308	AFR	NA	1000 Genomes Project
NA18621	male	SAME124509	EAS	NA	1000 Genomes Project
NA18563	male	SAME123928	EAS	NA	1000 Genomes Project
NA18570	female	SAME123741	EAS	NA	1000 Genomes Project
NA18622	male	SAME125260	EAS	NA	1000 Genomes Project
NA18532	female	SAME124482	EAS	NA	1000 Genomes Project
NA18627	female	SAME124106	EAS	NA	1000 Genomes Project
NA18537	female	SAME124485	EAS	NA	1000 Genomes Project
NA18595	female	SAME123228	EAS	NA	1000 Genomes Project
NA18626	female	SAME125250	EAS	NA	1000 Genomes Project
NA18603	male	SAME124875	EAS	NA	1000 Genomes Project
NA18633	male	SAME124704	EAS	NA	1000 Genomes Project
NA18874	male	SAME125105	AFR	NA	1000 Genomes Project
NA18638	male	SAME124693	EAS	NA	1000 Genomes Project
NA18640	female	SAME122980	EAS	NA	1000 Genomes Project
NA18641	female	SAME122979	EAS	NA	1000 Genomes Project
NA18645	male	SAME122975	EAS	NA	1000 Genomes Project
NA18646	female	SAME122978	EAS	NA	1000 Genomes Project
NA18582	female	SAME123905	EAS	NA	1000 Genomes Project
NA18747	male	SAME123916	EAS	NA	1000 Genomes Project
NA18599	female	SAME123713	EAS	NA	1000 Genomes Project
NA18634	female	SAME124697	EAS	NA	1000 Genomes Project
NA18602	female	SAME124876	EAS	NA	1000 Genomes Project
NA18639	male	SAME124694	EAS	NA	1000 Genomes Project
NA18544	male	SAME124265	EAS	NA	1000 Genomes Project
NA18549	male	SAME124262	EAS	NA	1000 Genomes Project
NA19031	male	SAME123543	AFR	NA	1000 Genomes Project
NA19036	female	SAME124666	AFR	NA	1000 Genomes Project
NA19043	male	SAME125243	AFR	NA	1000 Genomes Project
NA18861	female	SAME124905	AFR	NA	1000 Genomes Project
NA19055	male	SAME125027	EAS	NA	1000 Genomes Project
NA18917	male	SAME123407	AFR	NA	1000 Genomes Project
NA19012	male	SAME124260	EAS	NA	1000 Genomes Project
NA18924	female	SAME123202	AFR	NA	1000 Genomes Project
NA19017	female	SAME124259	AFR	NA	1000 Genomes Project
NA18878	female	SAME125107	AFR	NA	1000 Genomes Project
NA19024	female	SAME124851	AFR	NA	1000 Genomes Project
NA18912	female	SAME123404	AFR	NA	1000 Genomes Project
NA18987	female	SAME125070	EAS	NA	1000 Genomes Project
NA18873	female	SAME123536	AFR	NA	1000 Genomes Project
NA18994	male	SAME124897	EAS	NA	1000 Genomes Project
NA18974	male	SAME123768	EAS	NA	1000 Genomes Project
NA18999	female	SAME124890	EAS	NA	1000 Genomes Project
NA18979	female	SAME123759	EAS	NA	1000 Genomes Project
NA18968	female	SAME123953	EAS	NA	1000 Genomes Project
NA18981	female	SAME123426	EAS	NA	1000 Genomes Project
NA18970	male	SAME123764	EAS	NA	1000 Genomes Project
NA18962	male	SAME123958	EAS	NA	1000 Genomes Project
NA18975	female	SAME123767	EAS	NA	1000 Genomes Project
NA18967	male	SAME123963	EAS	NA	1000 Genomes Project
NA18944	male	SAME124314	EAS	NA	1000 Genomes Project
NA18943	male	SAME124309	EAS	NA	1000 Genomes Project
NA18949	female	SAME124317	EAS	NA	1000 Genomes Project
NA18948	male	SAME124316	EAS	NA	1000 Genomes Project
NA18951	female	SAME124111	EAS	NA	1000 Genomes Project
NA18950	female	SAME124112	EAS	NA	1000 Genomes Project
NA18956	female	SAME124110	EAS	NA	1000 Genomes Project
NA18963	female	SAME123959	EAS	NA	1000 Genomes Project
NA19000	male	SAME124477	EAS	NA	1000 Genomes Project
NA19009	male	SAME125133	EAS	NA	1000 Genomes Project
NA19005	male	SAME124474	EAS	NA	1000 Genomes Project
NA19011	female	SAME124512	EAS	NA	1000 Genomes Project
NA18982	male	SAME125073	EAS	NA	1000 Genomes Project
NA19023	female	SAME124854	AFR	NA	1000 Genomes Project
NA19092	male	SAME123173	AFR	NA	1000 Genomes Project
NA19113	male	SAME123838	AFR	NA	1000 Genomes Project
NA19118	female	SAME122943	AFR	NA	1000 Genomes Project
NA19144	male	SAME123373	AFR	NA	1000 Genomes Project
NA19117	male	SAME124914	AFR	NA	1000 Genomes Project
NA19149	female	SAME124605	AFR	NA	1000 Genomes Project
NA19028	male	SAME124848	AFR	NA	1000 Genomes Project
NA19030	female	SAME123544	AFR	NA	1000 Genomes Project
NA19035	male	SAME124664	AFR	NA	1000 Genomes Project
NA19042	female	SAME125242	AFR	NA	1000 Genomes Project
NA19207	male	SAME122984	AFR	NA	1000 Genomes Project
NA19066	male	SAME123008	EAS	NA	1000 Genomes Project
NA19086	male	SAME123366	EAS	NA	1000 Genomes Project
NA19078	female	SAME122824	EAS	NA	1000 Genomes Project
NA19093	female	SAME123172	AFR	NA	1000 Genomes Project
NA19080	female	SAME125313	EAS	NA	1000 Genomes Project
NA19085	male	SAME123365	EAS	NA	1000 Genomes Project
NA19137	female	SAME125235	AFR	NA	1000 Genomes Project
NA19054	female	SAME125028	EAS	NA	1000 Genomes Project
NA19098	male	SAME123633	AFR	NA	1000 Genomes Project
NA19059	female	SAME125023	EAS	NA	1000 Genomes Project
NA18998	female	SAME124891	EAS	NA	1000 Genomes Project
NA19074	female	SAME122817	EAS	NA	1000 Genomes Project
NA19004	male	SAME124473	EAS	NA	1000 Genomes Project
NA19079	male	SAME122823	EAS	NA	1000 Genomes Project
NA18986	male	SAME125069	EAS	NA	1000 Genomes Project
